Name,Address,Category,City,Description,MapsURL
🍜 Tempura Asakusa SAKURA,"1-9-2 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (3 min). Lunch tendon ¥1500 — the conger eel set is the move.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tempura+Asakusa+SAKURA/data=!4m2!3m1!1s0x60188f3bf8584559:0xb9ea49637a52a4d0,https://www.google.com/maps/place/Tempura+Asakusa+SAKURA/data=!4m2!3m1!1s0x60188f3bf8584559:0xb9ea49637a52a4d0
🍜 Ichiran Asakusa,"1-37-7 Asakusa, Taito, Tokyo",Dining,Tokyo,"Asakusa Stn (5 min). Tonkotsu — Cody/JJ NOT safe (pork bone), Brady ok if 'no half-egg'.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ichiran+Asakusa/data=!4m2!3m1!1s0x60188ec6be01feef:0x9736b3e4d24be9de",https://www.google.com/maps/place/Ichiran+Asakusa/data=!4m2!3m1!1s0x60188ec6be01feef:0x9736b3e4d24be9de
🏯 Kan'non-dōri,"Asakusa, Taito, Tokyo",Sightseeing,Tokyo,Asakusa Stn (3 min). East-west street perpendicular to Nakamise — quieter local shops.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kan'non-d%C5%8Dri/data=!4m2!3m1!1s0x60188f4b2ba4ea3d:0x6773251bd712ea4f,https://www.google.com/maps/place/Kan'non-d%C5%8Dri/data=!4m2!3m1!1s0x60188f4b2ba4ea3d:0x6773251bd712ea4f
🍜 KOBE BEEF DAIA TEPPAN-YAKI KAMINARIMON EAST BRANCH,"2-3-3 Kaminarimon, Taito, Tokyo",Dining,Tokyo,"Asakusa Stn (2 min). The east branch — newer, less crowded than the original.  •  📍 Open in Google Maps: https://www.google.com/maps/place/KOBE+BEEF+DAIA+TEPPAN-YAKI+KAMINARIMON+EAST+BRANCH/data=!4m2!3m1!1s0x60188f55b4938c03:0xb17ac4a91d7fb858",https://www.google.com/maps/place/KOBE+BEEF+DAIA+TEPPAN-YAKI+KAMINARIMON+EAST+BRANCH/data=!4m2!3m1!1s0x60188f55b4938c03:0xb17ac4a91d7fb858
🛍️ Nakamise Shopping Street,"1-36-3 Asakusa, Taito, Tokyo",Shopping,Tokyo,Asakusa Stn (1 min). 250m of Edo souvenir stalls — go before 9am for empty street photos.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Nakamise+Shopping+Street/data=!4m2!3m1!1s0x60188ec130fbdd3d:0x5135221a7fa19dbc,https://www.google.com/maps/place/Nakamise+Shopping+Street/data=!4m2!3m1!1s0x60188ec130fbdd3d:0x5135221a7fa19dbc
🏯 Sensō-ji,"2-3-1 Asakusa, Taito, Tokyo",Sightseeing,Tokyo,Asakusa Stn (5 min). Tokyo's oldest temple; light-up nightly until 23:00. STAMP RALLY: get the goshuin at the temple office.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Sens%C5%8D-ji/data=!4m2!3m1!1s0x60188ec1a4463df1:0x6c0d289a8292810d,https://www.google.com/maps/place/Sens%C5%8D-ji/data=!4m2!3m1!1s0x60188ec1a4463df1:0x6c0d289a8292810d
🛍️ Ueno Ameyoko Shopping Street,"4 Ueno, Taito, Tokyo",Shopping,Tokyo,Ueno Stn (1 min). Open-air market under JR tracks — bargain street food + cosmetics.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ueno+Ameyoko+Shopping+Street/data=!4m2!3m1!1s0x60188f00af83b787:0x654b0a29a45fcf0a,https://www.google.com/maps/place/Ueno+Ameyoko+Shopping+Street/data=!4m2!3m1!1s0x60188f00af83b787:0x654b0a29a45fcf0a
🏯 Shinobazu Pond,"Ueno Park, Taito, Tokyo",Sightseeing,Tokyo,Ueno Stn (5 min). Lotus pond; rent a swan boat ¥700/30 min.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shinobazu+Pond/data=!4m2!3m1!1s0x60188c20944ac5a3:0x58638bc622e5b86a,https://www.google.com/maps/place/Shinobazu+Pond/data=!4m2!3m1!1s0x60188c20944ac5a3:0x58638bc622e5b86a
🏯 Ueno Park,"5-20 Uenokoen, Taito, Tokyo",Sightseeing,Tokyo,"Ueno Stn (1 min). Park hub for 5 museums + zoo; sakura late, hydrangea early-June.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ueno+Park/data=!4m2!3m1!1s0x60188e9b45906ac3:0xb1cb3623124e645a",https://www.google.com/maps/place/Ueno+Park/data=!4m2!3m1!1s0x60188e9b45906ac3:0xb1cb3623124e645a
🏯 Tokyo National Museum,"13-9 Uenokoen, Taito, Tokyo",Sightseeing,Tokyo,Ueno Stn (10 min). Honkan main hall — National Treasure katana room.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+National+Museum/data=!4m2!3m1!1s0x60188e8314d77d11:0x232fd618bd4977dd,https://www.google.com/maps/place/Tokyo+National+Museum/data=!4m2!3m1!1s0x60188e8314d77d11:0x232fd618bd4977dd
🛍️ Akihabara Electric Town,"1 Sotokanda, Chiyoda, Tokyo",Shopping,Tokyo,Akihabara Stn (1 min). Super Potato (5F) for retro; Yodobashi Akiba for new electronics.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Akihabara+Electric+Town/data=!4m2!3m1!1s0x60188c1da0983467:0x6fc7ec7e7222177c,https://www.google.com/maps/place/Akihabara+Electric+Town/data=!4m2!3m1!1s0x60188c1da0983467:0x6fc7ec7e7222177c
🛍️ First Avenue Tokyo Station,"B1, 1-9-1 Marunouchi, Chiyoda, Tokyo",Shopping,Tokyo,Tokyo Stn (in-station). Character Street + Ramen Street + Okashi Land — all underground.  •  📍 Open in Google Maps: https://www.google.com/maps/place/First+Avenue+Tokyo+Station/data=!4m2!3m1!1s0x60188bfc40f10f69:0x30bde288c0edfb04,https://www.google.com/maps/place/First+Avenue+Tokyo+Station/data=!4m2!3m1!1s0x60188bfc40f10f69:0x30bde288c0edfb04
🚉 Tokyo Station,"1-9-1 Marunouchi, Chiyoda, Tokyo",Transit,Tokyo,Tokyo Stn. Marunouchi side red-brick facade is the photo; depachika in Daimaru basement.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+Station/data=!4m2!3m1!1s0x60188bfbee1467bb:0x410f8b6e7e3ee34f,https://www.google.com/maps/place/Tokyo+Station/data=!4m2!3m1!1s0x60188bfbee1467bb:0x410f8b6e7e3ee34f
🏯 Imperial Palace,"1-1 Chiyoda, Chiyoda, Tokyo",Sightseeing,Tokyo,Otemachi Stn (5 min). Free 75-min inner tour 10am/1:30pm Tue-Sat — register online.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Imperial+Palace/data=!4m2!3m1!1s0x60188c0d02d8064d:0xd11a5f0b379e6db7,https://www.google.com/maps/place/Imperial+Palace/data=!4m2!3m1!1s0x60188c0d02d8064d:0xd11a5f0b379e6db7
🏯 Meiji Jingu Gaien Ginkgo Avenue,"2-1 Kasumigaokamachi, Shinjuku, Tokyo",Sightseeing,Tokyo,"Aoyama-itchome Stn (5 min). Off-season in spring (golden leaves are November), but a clean run/walk.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Meiji+Jingu+Gaien+Ginkgo+Avenue/data=!4m2!3m1!1s0x60188c9afc587cfd:0xdfa0dacae2e42000",https://www.google.com/maps/place/Meiji+Jingu+Gaien+Ginkgo+Avenue/data=!4m2!3m1!1s0x60188c9afc587cfd:0xdfa0dacae2e42000
🏯 Godzilla Head,"Hotel Gracery 8F, 1-19-1 Kabukicho, Shinjuku, Tokyo",Sightseeing,Tokyo,Shinjuku Stn (5 min). Free view from 8F deck of Hotel Gracery; roars hourly 12-8pm.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Godzilla+Head/data=!4m2!3m1!1s0x60188d74dcc81ccd:0x2d7e490be8560647,https://www.google.com/maps/place/Godzilla+Head/data=!4m2!3m1!1s0x60188d74dcc81ccd:0x2d7e490be8560647
🏯 Tokyo Metropolitan Government Building North Observation Deck,"2-8-1 Nishi-Shinjuku, Tokyo",Sightseeing,Tokyo,Tochomae Stn (1 min). FREE 202m deck — go at sunset for Fuji silhouette on clear day.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+Metropolitan+Government+Building+North+Observation+Deck/data=!4m2!3m1!1s0x60188cd4c86bcb9d:0xe5b1c573920cfe2e,https://www.google.com/maps/place/Tokyo+Metropolitan+Government+Building+North+Observation+Deck/data=!4m2!3m1!1s0x60188cd4c86bcb9d:0xe5b1c573920cfe2e
🛍️ Takeshita Shopping Street,"1-17 Jingumae, Shibuya, Tokyo",Shopping,Tokyo,Harajuku Stn (1 min). Crepe row + thrift; weekday morning > Sunday.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Takeshita+Shopping+Street/data=!4m2!3m1!1s0x60188d0011fb9989:0xa2275d75aa4fc105,https://www.google.com/maps/place/Takeshita+Shopping+Street/data=!4m2!3m1!1s0x60188d0011fb9989:0xa2275d75aa4fc105
🏯 Meiji Jingu,"1-1 Yoyogikamizonocho, Shibuya, Tokyo",Sightseeing,Tokyo,Harajuku Stn (1 min). Forest shrine — first prayer of day at 5am-ish.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Meiji+Jingu/data=!4m2!3m1!1s0x60188cb79a4c26e5:0x8fca893849103f73,https://www.google.com/maps/place/Meiji+Jingu/data=!4m2!3m1!1s0x60188cb79a4c26e5:0x8fca893849103f73
🏯 Yoyogi Park,"2-1 Yoyogikamizonocho, Shibuya, Tokyo",Sightseeing,Tokyo,Harajuku Stn (3 min). Sunday rockabilly dancers near Harajuku gate.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoyogi+Park/data=!4m2!3m1!1s0x60188cb479620a33:0x34bcc78ce7f8bf3e,https://www.google.com/maps/place/Yoyogi+Park/data=!4m2!3m1!1s0x60188cb479620a33:0x34bcc78ce7f8bf3e
🏯 Shibuya Sky,"Shibuya Scramble Square 45F, 2-24-12 Shibuya, Tokyo",Sightseeing,Tokyo,Shibuya Stn (1 min). Book online for ¥2200 sunset slot — sells out 2 weeks ahead.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shibuya+Sky/data=!4m2!3m1!1s0x60188b6825f61ae1:0x6ff47ee61e522473,https://www.google.com/maps/place/Shibuya+Sky/data=!4m2!3m1!1s0x60188b6825f61ae1:0x6ff47ee61e522473
🏯 Shibuya Crossing,"2 Dogenzaka, Shibuya, Tokyo",Sightseeing,Tokyo,Shibuya Stn Hachiko exit. Best overhead view: Mag's Park or Starbucks Tsutaya 2F.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shibuya+Crossing/data=!4m2!3m1!1s0x60188bcaeb0cd12b:0x20e563a2e0aec969,https://www.google.com/maps/place/Shibuya+Crossing/data=!4m2!3m1!1s0x60188bcaeb0cd12b:0x20e563a2e0aec969
🏯 Mori Art Museum,"Roppongi Hills Mori Tower 53F, 6-10-1 Roppongi, Minato, Tokyo",Sightseeing,Tokyo,Roppongi Stn (3 min). Includes Tokyo City View — open till 22:00 Tue-Sun.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Mori+Art+Museum/data=!4m2!3m1!1s0x60188b770f429483:0xff33d131dc8d6e9,https://www.google.com/maps/place/Mori+Art+Museum/data=!4m2!3m1!1s0x60188b770f429483:0xff33d131dc8d6e9
🏯 Roppongi Hills - Tokyo City View,"Mori Tower 52F, 6-10-1 Roppongi, Minato, Tokyo",Sightseeing,Tokyo,Roppongi Stn (3 min). Combo ticket w/ Mori Art saves ¥500.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Roppongi+Hills+-+Tokyo+City+View/data=!4m2!3m1!1s0x60188b770edd442b:0x667ab47030771257,https://www.google.com/maps/place/Roppongi+Hills+-+Tokyo+City+View/data=!4m2!3m1!1s0x60188b770edd442b:0x667ab47030771257
🏯 Tokyo Tower,"4-2-8 Shibakoen, Minato, Tokyo",Sightseeing,Tokyo,Akabanebashi Stn (5 min). Original deck cheaper than Skytree; 7pm light-up = orange glow.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+Tower/data=!4m2!3m1!1s0x60188bbd9009ec09:0x481a93f0d2a409dd,https://www.google.com/maps/place/Tokyo+Tower/data=!4m2!3m1!1s0x60188bbd9009ec09:0x481a93f0d2a409dd
🛍️ GINZA SIX,"6-10-1 Ginza, Chuo, Tokyo",Shopping,Tokyo,Ginza Stn (3 min). Rooftop garden free; B2 depachika for omiyage.  •  📍 Open in Google Maps: https://www.google.com/maps/place/GINZA+SIX/data=!4m2!3m1!1s0x60188bef472c0001:0xcfcb0363f18109fc,https://www.google.com/maps/place/GINZA+SIX/data=!4m2!3m1!1s0x60188bef472c0001:0xcfcb0363f18109fc
🎌 Kabuki-za,"4-12-15 Ginza, Chuo, Tokyo",Cultural,Tokyo,Higashi-Ginza Stn (1 min). Single-act tickets ¥1000-¥2500 sold day-of from side window.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kabuki-za/data=!4m2!3m1!1s0x60188be74819406d:0x1e8b565e11fc118,https://www.google.com/maps/place/Kabuki-za/data=!4m2!3m1!1s0x60188be74819406d:0x1e8b565e11fc118
🏨 THE GATE HOTEL Kaminarimon by HULIC,"2-16-11 Kaminarimon, Taito, Tokyo",Hotel,Tokyo,Asakusa Stn (1 min). Booked. Rooftop bar overlooks Senso-ji.  •  📍 Open in Google Maps: https://www.google.com/maps/place/THE+GATE+HOTEL+Kaminarimon+by+HULIC/data=!4m2!3m1!1s0x60188ec73a51fbf3:0x7737c65c2fed1b14,https://www.google.com/maps/place/THE+GATE+HOTEL+Kaminarimon+by+HULIC/data=!4m2!3m1!1s0x60188ec73a51fbf3:0x7737c65c2fed1b14
🛍️ Isetan Shinjuku Depachika,"3-14-1 Shinjuku, Shinjuku, Tokyo 160-0022",Shopping,Tokyo,"Shinjuku-sanchome Stn (1 min). Tokyo's reigning depachika — hit Toraya yokan, Nadaman bento, Pierre Hermé before 7pm half-off. (Hidden gem · Depachika)",
