Name,Address,Category,City,Description,MapsURL
☕ NORTHERNWOOD GINZA,"5-9-1 Ginza, Chuo, Tokyo",Cafe,Tokyo,Ginza Stn (3 min). Cozy Ginza pause — smoked-cheese sando + coffee.  •  📍 Open in Google Maps: https://www.google.com/maps/place/NORTHERNWOOD+GINZA/data=!4m2!3m1!1s0x60188bdb7a57814f:0x10659cc088290341,https://www.google.com/maps/place/NORTHERNWOOD+GINZA/data=!4m2!3m1!1s0x60188bdb7a57814f:0x10659cc088290341
☕ Cafe＆Bar Living Room 浅草,"2-6-1 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (5 min). Sofa lounge near Senso-ji — a calm break mid-day.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Cafe%EF%BC%86Bar+Living+Room+%E6%B5%85%E8%8D%89/data=!4m2!3m1!1s0x60188f4ddf975045:0x6652e5d184a336c9,https://www.google.com/maps/place/Cafe%EF%BC%86Bar+Living+Room+%E6%B5%85%E8%8D%89/data=!4m2!3m1!1s0x60188f4ddf975045:0x6652e5d184a336c9
☕ COFFEE&BEER HI-CONDITION Asakusa,"1-25-13 Asakusa, Taito, Tokyo",Cafe,Tokyo,"Asakusa Stn (3 min). Espresso AM, craft beer flips PM at 4 — same counter.  •  📍 Open in Google Maps: https://www.google.com/maps/place/COFFEE%26BEER+HI-CONDITION+Asakusa/data=!4m2!3m1!1s0x60188fe4d8036cc5:0x252cef5fafcd2f0",https://www.google.com/maps/place/COFFEE%26BEER+HI-CONDITION+Asakusa/data=!4m2!3m1!1s0x60188fe4d8036cc5:0x252cef5fafcd2f0
☕ GEISHA COFFEE ゲイシャコーヒー,"2-5-2 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (4 min). Geisha-bean specialist; ¥1500 cup is the splurge.  •  📍 Open in Google Maps: https://www.google.com/maps/place/GEISHA+COFFEE+%E3%82%B2%E3%82%A4%E3%82%B7%E3%83%A3%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC/data=!4m2!3m1!1s0x60188fac1b8c5321:0xbb45a0166d7dc53b,https://www.google.com/maps/place/GEISHA+COFFEE+%E3%82%B2%E3%82%A4%E3%82%B7%E3%83%A3%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC/data=!4m2!3m1!1s0x60188fac1b8c5321:0xbb45a0166d7dc53b
☕ KIELO COFFEE ASAKUSA,"1-15-3 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (3 min). Finnish-style — the rye-cinnamon bun pairs with Nordic roast.  •  📍 Open in Google Maps: https://www.google.com/maps/place/KIELO+COFFEE+ASAKUSA/data=!4m2!3m1!1s0x60188fa4e5367f53:0xc317f8a781d6432f,https://www.google.com/maps/place/KIELO+COFFEE+ASAKUSA/data=!4m2!3m1!1s0x60188fa4e5367f53:0xc317f8a781d6432f
🎌 ART CAFE T8 ASAKUSA ‐Japanese Cultural Art Experience‐,"2-7-13 Nishi-Asakusa, Taito, Tokyo",Cultural,Tokyo,Tawaramachi Stn (3 min). Kimono / calligraphy / tea workshops — book a 90-min slot online.  •  📍 Open in Google Maps: https://www.google.com/maps/place/ART+CAFE+T8+ASAKUSA+%E2%80%90Japanese+Cultural+Art+Experience%E2%80%90/data=!4m2!3m1!1s0x60188ff1ab7e9f81:0x3e76b64f84152546,https://www.google.com/maps/place/ART+CAFE+T8+ASAKUSA+%E2%80%90Japanese+Cultural+Art+Experience%E2%80%90/data=!4m2!3m1!1s0x60188ff1ab7e9f81:0x3e76b64f84152546
☕ pignic cafe Asakusa【mini pig cafe】,"1-29-2 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (3 min). 30-min slot ¥1500; reserve online same-day.  •  📍 Open in Google Maps: https://www.google.com/maps/place/pignic+cafe+Asakusa%E3%80%90mini+pig+cafe%E3%80%91/data=!4m2!3m1!1s0x60188f0029d611b3:0x2b0f48b5a6960f4,https://www.google.com/maps/place/pignic+cafe+Asakusa%E3%80%90mini+pig+cafe%E3%80%91/data=!4m2!3m1!1s0x60188f0029d611b3:0x2b0f48b5a6960f4
🍜 Gyukatsu Motomura Shibuya Branch,"3-18-10 Shibuya, Shibuya, Tokyo (basement)",Dining,Tokyo,Shibuya Stn (5 min). Same lava-stone wagyu cutlet — Shibuya queue is faster than Shinbashi.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Gyukatsu+Motomura+Shibuya+Branch/data=!4m2!3m1!1s0x60188b597868619f:0x7c65d128da208a9c,https://www.google.com/maps/place/Gyukatsu+Motomura+Shibuya+Branch/data=!4m2!3m1!1s0x60188b597868619f:0x7c65d128da208a9c
🍜 Gyukatsu - motomura,"B1, 3-29-2 Shinjuku, Shinjuku, Tokyo",Dining,Tokyo,Shinjuku-sanchome Stn (2 min). Shinjuku branch; 30 min line at lunch.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Gyukatsu+-+motomura/data=!4m2!3m1!1s0x60188d7b80fadd73:0x8577998714f494d9,https://www.google.com/maps/place/Gyukatsu+-+motomura/data=!4m2!3m1!1s0x60188d7b80fadd73:0x8577998714f494d9
🍜 Yoshinoya Shibuya 109 Mae,"2-29-7 Dogenzaka, Shibuya, Tokyo",Dining,Tokyo,Shibuya Stn (1 min). 24-hr beef bowls; the niku-dakusu (extra meat) is the order.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Shibuya+109+Mae/data=!4m2!3m1!1s0x60188ca829b1439b:0xb03c4befeebfa34e,https://www.google.com/maps/place/Yoshinoya+Shibuya+109+Mae/data=!4m2!3m1!1s0x60188ca829b1439b:0xb03c4befeebfa34e
🍜 Yoshinoya Shinjuku Keio mall,"Keio Mall, 1-1-4 Nishi-Shinjuku, Tokyo",Dining,Tokyo,Shinjuku Stn (1 min). Underground mall location — fast escape between tasks.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Shinjuku+Keio+mall/data=!4m2!3m1!1s0x60188d01035d3a53:0xf063a26cdea3f439,https://www.google.com/maps/place/Yoshinoya+Shinjuku+Keio+mall/data=!4m2!3m1!1s0x60188d01035d3a53:0xf063a26cdea3f439
🍜 Yoshinoya Yaechika Shop,"Yaechika 2-1, 2-1 Yaesu, Chuo, Tokyo",Dining,Tokyo,Tokyo Stn Yaesu side. Pre-Shinkansen ¥500 lunch.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Yaechika+Shop/data=!4m2!3m1!1s0x60188b835f0698c3:0x6e1691c004b41495,https://www.google.com/maps/place/Yoshinoya+Yaechika+Shop/data=!4m2!3m1!1s0x60188b835f0698c3:0x6e1691c004b41495
🍜 Yoshinoya,Tokyo (saved location),Dining,Tokyo,Pre-pinned generic Yoshinoya — confirm exact branch before going.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya/data=!4m2!3m1!1s0x60188e9eca60cbd9:0x46f98132be849619,https://www.google.com/maps/place/Yoshinoya/data=!4m2!3m1!1s0x60188e9eca60cbd9:0x46f98132be849619
🍜 Yoshinoya Asakusa,"1-2-3 Hanakawado, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (1 min). Right by Senso-ji — easy breakfast gyudon.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoshinoya+Asakusa/data=!4m2!3m1!1s0x60188ec6af0c8eef:0x85cdc4634ec06e59,https://www.google.com/maps/place/Yoshinoya+Asakusa/data=!4m2!3m1!1s0x60188ec6af0c8eef:0x85cdc4634ec06e59
🍜 Omotesando Ukai Tei,"GYRE 5F, 5-10-1 Jingumae, Shibuya, Tokyo",Dining,Tokyo,"Omotesando Stn (3 min). Teppanyaki splurge — Brady-safe egg-free option exists, just call ahead.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Omotesando+Ukai+Tei/data=!4m2!3m1!1s0x60188ca3fa7bb73f:0x5a0c19ac3a13ab24",https://www.google.com/maps/place/Omotesando+Ukai+Tei/data=!4m2!3m1!1s0x60188ca3fa7bb73f:0x5a0c19ac3a13ab24
🍜 Shibuya Kappo Sancho,"B1, 1-12-7 Dogenzaka, Shibuya, Tokyo",Dining,Tokyo,Shibuya Stn (5 min). Hidden kappo counter — chef's choice ¥6800; reserve.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shibuya+Kappo+Sancho/data=!4m2!3m1!1s0x60188caa74d70b77:0x515c82d9111fe583,https://www.google.com/maps/place/Shibuya+Kappo+Sancho/data=!4m2!3m1!1s0x60188caa74d70b77:0x515c82d9111fe583
🍜 Shabusen Ginza Ten,"Core Ginza B2/B3, 5-8-20 Ginza, Chuo, Tokyo",Dining,Tokyo,Ginza Stn (1 min). Counter shabu-shabu — pick kombu broth for Cody/JJ.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shabusen+Ginza+Ten/data=!4m2!3m1!1s0x60188be65dfeb9b1:0xea0d4535363ebfbf,https://www.google.com/maps/place/Shabusen+Ginza+Ten/data=!4m2!3m1!1s0x60188be65dfeb9b1:0xea0d4535363ebfbf
🍜 GINZA kappou ukai nikusho,"Ginza Six 6F, 6-10-1 Ginza, Chuo, Tokyo",Dining,Tokyo,Ginza Stn (3 min). Wagyu kappo inside Ginza Six; lunch is the value.  •  📍 Open in Google Maps: https://www.google.com/maps/place/GINZA+kappou+ukai+nikusho/data=!4m2!3m1!1s0x60188be87b4d0f57:0x41fb9e73f4989107,https://www.google.com/maps/place/GINZA+kappou+ukai+nikusho/data=!4m2!3m1!1s0x60188be87b4d0f57:0x41fb9e73f4989107
🍜 Kuroge Wagyu Ichinoya Asakusa,"1-39-13 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (3 min). Kuroge wagyu yakiniku set — order the misuji cut.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kuroge+Wagyu+Ichinoya+Asakusa/data=!4m2!3m1!1s0x60188f048f799e7f:0xd3cf44241683f24b,https://www.google.com/maps/place/Kuroge+Wagyu+Ichinoya+Asakusa/data=!4m2!3m1!1s0x60188f048f799e7f:0xd3cf44241683f24b
☕ Kukurihime Coffee Asakusa cafe,"2-7-13 Asakusa, Taito, Tokyo",Cafe,Tokyo,Asakusa Stn (5 min). Hand-drip + matcha tiramisu; quiet morning spot.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kukurihime+Coffee+Asakusa+cafe/data=!4m2!3m1!1s0x60188fa15e85cae1:0x85acb057fab6e7b,https://www.google.com/maps/place/Kukurihime+Coffee+Asakusa+cafe/data=!4m2!3m1!1s0x60188fa15e85cae1:0x85acb057fab6e7b
🍜 Asakusa Gyukatsu,"1-15-1 Asakusa, Taito, Tokyo",Dining,Tokyo,"""Gyukatsu!!!"" — Asakusa Stn (3 min). User-flagged 'Gyukatsu!!!' — third Motomura branch, shortest line of the three.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Asakusa+Gyukatsu/data=!4m2!3m1!1s0x60188ec6df6c0001:0xd205e882474ee0a0",https://www.google.com/maps/place/Asakusa+Gyukatsu/data=!4m2!3m1!1s0x60188ec6df6c0001:0xd205e882474ee0a0
🍜 TORASUZU,"1-39-12 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (4 min). Modern izakaya — pork tonpeiyaki + sake flight.  •  📍 Open in Google Maps: https://www.google.com/maps/place/TORASUZU/data=!4m2!3m1!1s0x60188f42c05f4731:0x47979e243105b2c0,https://www.google.com/maps/place/TORASUZU/data=!4m2!3m1!1s0x60188f42c05f4731:0x47979e243105b2c0
🍜 Kobe beef Daia,"Kaminarimon 1, Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (1 min). Kobe-beef teppanyaki at Kaminarimon — same name twice in your list (east branch below).  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kobe+beef+Daia/data=!4m2!3m1!1s0x60188ff7ab74f5f9:0x405669a00c04e43c,https://www.google.com/maps/place/Kobe+beef+Daia/data=!4m2!3m1!1s0x60188ff7ab74f5f9:0x405669a00c04e43c
🍜 Kura,"2-2 Asakusa, Taito, Tokyo",Dining,Tokyo,"Asakusa Stn (3 min). Edo-style sushi-ya, 12 seats; reservation by phone only.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kura/data=!4m2!3m1!1s0x60188ec0d7c0072f:0x1b8d326014a3b1e",https://www.google.com/maps/place/Kura/data=!4m2!3m1!1s0x60188ec0d7c0072f:0x1b8d326014a3b1e
🍜 LaVASARA CAFE&GRILL,"1-35-3 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (4 min). Casual all-day brunch — a non-Japanese-food reset.  •  📍 Open in Google Maps: https://www.google.com/maps/place/LaVASARA+CAFE%26GRILL/data=!4m2!3m1!1s0x60188ec146283731:0xd0e324f6b893b4be,https://www.google.com/maps/place/LaVASARA+CAFE%26GRILL/data=!4m2!3m1!1s0x60188ec146283731:0xd0e324f6b893b4be
🎌 ASAKUSA SUMO CLUB,"2-7-26 Nishi-Asakusa, Taito, Tokyo",Cultural,Tokyo,Tawaramachi Stn (3 min). Watch real sumo training + chanko lunch — book the 11am slot.  •  📍 Open in Google Maps: https://www.google.com/maps/place/ASAKUSA+SUMO+CLUB/data=!4m2!3m1!1s0x60188f006825a021:0x15fde3a1f54b9a8c,https://www.google.com/maps/place/ASAKUSA+SUMO+CLUB/data=!4m2!3m1!1s0x60188f006825a021:0x15fde3a1f54b9a8c
🏯 Hibiya Park,"1 Hibiya Park, Chiyoda, Tokyo",Sightseeing,Tokyo,Hibiya Stn (1 min). Western-style park next to Imperial Palace — rose garden peaks late May.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Hibiya+Park/data=!4m2!3m1!1s0x60188bf23857acc7:0x709c7696a9fafab4,https://www.google.com/maps/place/Hibiya+Park/data=!4m2!3m1!1s0x60188bf23857acc7:0x709c7696a9fafab4
🎌 Ryogoku Kokugikan Sumo Arena,"1-3-28 Yokoami, Sumida, Tokyo",Cultural,Tokyo,Ryogoku Stn (1 min). May Basho ends mid-month; check Jun 3 18:00 booked Chanko Wanko dinner is right next door.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ryogoku+Kokugikan+Sumo+Arena/data=!4m2!3m1!1s0x6018893554b8eb19:0x70237cc76b1dfa74,https://www.google.com/maps/place/Ryogoku+Kokugikan+Sumo+Arena/data=!4m2!3m1!1s0x6018893554b8eb19:0x70237cc76b1dfa74
🏯 Asahi Group Head Office Super Dry Hall,"1-23-1 Azumabashi, Sumida, Tokyo",Sightseeing,Tokyo,Asakusa Stn (5 min). 'Golden Flame' building — best photo from Azuma Bridge at dusk.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Asahi+Group+Head+Office+Super+Dry+Hall/data=!4m2!3m1!1s0x60188ec597400001:0xed63aa75e03d5f0f,https://www.google.com/maps/place/Asahi+Group+Head+Office+Super+Dry+Hall/data=!4m2!3m1!1s0x60188ec597400001:0xed63aa75e03d5f0f
🎌 Samurai Ninja Museum Asakusa Tokyo,"2-21-13 Asakusa, Taito, Tokyo",Cultural,Tokyo,Asakusa Stn (5 min). 90-min ninja experience — book online for ¥1000 off.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Samurai+Ninja+Museum+Asakusa+Tokyo/data=!4m2!3m1!1s0x600109820f1fa99b:0x775d0a52495beff1,https://www.google.com/maps/place/Samurai+Ninja+Museum+Asakusa+Tokyo/data=!4m2!3m1!1s0x600109820f1fa99b:0x775d0a52495beff1
🍜 Tempura Asakusa SAKURA,"1-9-2 Asakusa, Taito, Tokyo",Dining,Tokyo,Asakusa Stn (3 min). Lunch tendon ¥1500 — the conger eel set is the move.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tempura+Asakusa+SAKURA/data=!4m2!3m1!1s0x60188f3bf8584559:0xb9ea49637a52a4d0,https://www.google.com/maps/place/Tempura+Asakusa+SAKURA/data=!4m2!3m1!1s0x60188f3bf8584559:0xb9ea49637a52a4d0
🍜 Ichiran Asakusa,"1-37-7 Asakusa, Taito, Tokyo",Dining,Tokyo,"Asakusa Stn (5 min). Tonkotsu — Cody/JJ NOT safe (pork bone), Brady ok if 'no half-egg'.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ichiran+Asakusa/data=!4m2!3m1!1s0x60188ec6be01feef:0x9736b3e4d24be9de",https://www.google.com/maps/place/Ichiran+Asakusa/data=!4m2!3m1!1s0x60188ec6be01feef:0x9736b3e4d24be9de
🏯 Kan'non-dōri,"Asakusa, Taito, Tokyo",Sightseeing,Tokyo,Asakusa Stn (3 min). East-west street perpendicular to Nakamise — quieter local shops.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Kan'non-d%C5%8Dri/data=!4m2!3m1!1s0x60188f4b2ba4ea3d:0x6773251bd712ea4f,https://www.google.com/maps/place/Kan'non-d%C5%8Dri/data=!4m2!3m1!1s0x60188f4b2ba4ea3d:0x6773251bd712ea4f
🍜 KOBE BEEF DAIA TEPPAN-YAKI KAMINARIMON EAST BRANCH,"2-3-3 Kaminarimon, Taito, Tokyo",Dining,Tokyo,"Asakusa Stn (2 min). The east branch — newer, less crowded than the original.  •  📍 Open in Google Maps: https://www.google.com/maps/place/KOBE+BEEF+DAIA+TEPPAN-YAKI+KAMINARIMON+EAST+BRANCH/data=!4m2!3m1!1s0x60188f55b4938c03:0xb17ac4a91d7fb858",https://www.google.com/maps/place/KOBE+BEEF+DAIA+TEPPAN-YAKI+KAMINARIMON+EAST+BRANCH/data=!4m2!3m1!1s0x60188f55b4938c03:0xb17ac4a91d7fb858
🛍️ Nakamise Shopping Street,"1-36-3 Asakusa, Taito, Tokyo",Shopping,Tokyo,Asakusa Stn (1 min). 250m of Edo souvenir stalls — go before 9am for empty street photos.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Nakamise+Shopping+Street/data=!4m2!3m1!1s0x60188ec130fbdd3d:0x5135221a7fa19dbc,https://www.google.com/maps/place/Nakamise+Shopping+Street/data=!4m2!3m1!1s0x60188ec130fbdd3d:0x5135221a7fa19dbc
🏯 Sensō-ji,"2-3-1 Asakusa, Taito, Tokyo",Sightseeing,Tokyo,Asakusa Stn (5 min). Tokyo's oldest temple; light-up nightly until 23:00. STAMP RALLY: get the goshuin at the temple office.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Sens%C5%8D-ji/data=!4m2!3m1!1s0x60188ec1a4463df1:0x6c0d289a8292810d,https://www.google.com/maps/place/Sens%C5%8D-ji/data=!4m2!3m1!1s0x60188ec1a4463df1:0x6c0d289a8292810d
🛍️ Ueno Ameyoko Shopping Street,"4 Ueno, Taito, Tokyo",Shopping,Tokyo,Ueno Stn (1 min). Open-air market under JR tracks — bargain street food + cosmetics.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ueno+Ameyoko+Shopping+Street/data=!4m2!3m1!1s0x60188f00af83b787:0x654b0a29a45fcf0a,https://www.google.com/maps/place/Ueno+Ameyoko+Shopping+Street/data=!4m2!3m1!1s0x60188f00af83b787:0x654b0a29a45fcf0a
🏯 Shinobazu Pond,"Ueno Park, Taito, Tokyo",Sightseeing,Tokyo,Ueno Stn (5 min). Lotus pond; rent a swan boat ¥700/30 min.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shinobazu+Pond/data=!4m2!3m1!1s0x60188c20944ac5a3:0x58638bc622e5b86a,https://www.google.com/maps/place/Shinobazu+Pond/data=!4m2!3m1!1s0x60188c20944ac5a3:0x58638bc622e5b86a
🏯 Ueno Park,"5-20 Uenokoen, Taito, Tokyo",Sightseeing,Tokyo,"Ueno Stn (1 min). Park hub for 5 museums + zoo; sakura late, hydrangea early-June.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Ueno+Park/data=!4m2!3m1!1s0x60188e9b45906ac3:0xb1cb3623124e645a",https://www.google.com/maps/place/Ueno+Park/data=!4m2!3m1!1s0x60188e9b45906ac3:0xb1cb3623124e645a
🏯 Tokyo National Museum,"13-9 Uenokoen, Taito, Tokyo",Sightseeing,Tokyo,Ueno Stn (10 min). Honkan main hall — National Treasure katana room.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+National+Museum/data=!4m2!3m1!1s0x60188e8314d77d11:0x232fd618bd4977dd,https://www.google.com/maps/place/Tokyo+National+Museum/data=!4m2!3m1!1s0x60188e8314d77d11:0x232fd618bd4977dd
🛍️ Akihabara Electric Town,"1 Sotokanda, Chiyoda, Tokyo",Shopping,Tokyo,Akihabara Stn (1 min). Super Potato (5F) for retro; Yodobashi Akiba for new electronics.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Akihabara+Electric+Town/data=!4m2!3m1!1s0x60188c1da0983467:0x6fc7ec7e7222177c,https://www.google.com/maps/place/Akihabara+Electric+Town/data=!4m2!3m1!1s0x60188c1da0983467:0x6fc7ec7e7222177c
🛍️ First Avenue Tokyo Station,"B1, 1-9-1 Marunouchi, Chiyoda, Tokyo",Shopping,Tokyo,Tokyo Stn (in-station). Character Street + Ramen Street + Okashi Land — all underground.  •  📍 Open in Google Maps: https://www.google.com/maps/place/First+Avenue+Tokyo+Station/data=!4m2!3m1!1s0x60188bfc40f10f69:0x30bde288c0edfb04,https://www.google.com/maps/place/First+Avenue+Tokyo+Station/data=!4m2!3m1!1s0x60188bfc40f10f69:0x30bde288c0edfb04
🚉 Tokyo Station,"1-9-1 Marunouchi, Chiyoda, Tokyo",Transit,Tokyo,Tokyo Stn. Marunouchi side red-brick facade is the photo; depachika in Daimaru basement.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+Station/data=!4m2!3m1!1s0x60188bfbee1467bb:0x410f8b6e7e3ee34f,https://www.google.com/maps/place/Tokyo+Station/data=!4m2!3m1!1s0x60188bfbee1467bb:0x410f8b6e7e3ee34f
🏯 Imperial Palace,"1-1 Chiyoda, Chiyoda, Tokyo",Sightseeing,Tokyo,Otemachi Stn (5 min). Free 75-min inner tour 10am/1:30pm Tue-Sat — register online.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Imperial+Palace/data=!4m2!3m1!1s0x60188c0d02d8064d:0xd11a5f0b379e6db7,https://www.google.com/maps/place/Imperial+Palace/data=!4m2!3m1!1s0x60188c0d02d8064d:0xd11a5f0b379e6db7
🏯 Meiji Jingu Gaien Ginkgo Avenue,"2-1 Kasumigaokamachi, Shinjuku, Tokyo",Sightseeing,Tokyo,"Aoyama-itchome Stn (5 min). Off-season in spring (golden leaves are November), but a clean run/walk.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Meiji+Jingu+Gaien+Ginkgo+Avenue/data=!4m2!3m1!1s0x60188c9afc587cfd:0xdfa0dacae2e42000",https://www.google.com/maps/place/Meiji+Jingu+Gaien+Ginkgo+Avenue/data=!4m2!3m1!1s0x60188c9afc587cfd:0xdfa0dacae2e42000
🏯 Godzilla Head,"Hotel Gracery 8F, 1-19-1 Kabukicho, Shinjuku, Tokyo",Sightseeing,Tokyo,Shinjuku Stn (5 min). Free view from 8F deck of Hotel Gracery; roars hourly 12-8pm.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Godzilla+Head/data=!4m2!3m1!1s0x60188d74dcc81ccd:0x2d7e490be8560647,https://www.google.com/maps/place/Godzilla+Head/data=!4m2!3m1!1s0x60188d74dcc81ccd:0x2d7e490be8560647
🏯 Tokyo Metropolitan Government Building North Observation Deck,"2-8-1 Nishi-Shinjuku, Tokyo",Sightseeing,Tokyo,Tochomae Stn (1 min). FREE 202m deck — go at sunset for Fuji silhouette on clear day.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+Metropolitan+Government+Building+North+Observation+Deck/data=!4m2!3m1!1s0x60188cd4c86bcb9d:0xe5b1c573920cfe2e,https://www.google.com/maps/place/Tokyo+Metropolitan+Government+Building+North+Observation+Deck/data=!4m2!3m1!1s0x60188cd4c86bcb9d:0xe5b1c573920cfe2e
🛍️ Takeshita Shopping Street,"1-17 Jingumae, Shibuya, Tokyo",Shopping,Tokyo,Harajuku Stn (1 min). Crepe row + thrift; weekday morning > Sunday.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Takeshita+Shopping+Street/data=!4m2!3m1!1s0x60188d0011fb9989:0xa2275d75aa4fc105,https://www.google.com/maps/place/Takeshita+Shopping+Street/data=!4m2!3m1!1s0x60188d0011fb9989:0xa2275d75aa4fc105
🏯 Meiji Jingu,"1-1 Yoyogikamizonocho, Shibuya, Tokyo",Sightseeing,Tokyo,Harajuku Stn (1 min). Forest shrine — first prayer of day at 5am-ish.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Meiji+Jingu/data=!4m2!3m1!1s0x60188cb79a4c26e5:0x8fca893849103f73,https://www.google.com/maps/place/Meiji+Jingu/data=!4m2!3m1!1s0x60188cb79a4c26e5:0x8fca893849103f73
🏯 Yoyogi Park,"2-1 Yoyogikamizonocho, Shibuya, Tokyo",Sightseeing,Tokyo,Harajuku Stn (3 min). Sunday rockabilly dancers near Harajuku gate.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Yoyogi+Park/data=!4m2!3m1!1s0x60188cb479620a33:0x34bcc78ce7f8bf3e,https://www.google.com/maps/place/Yoyogi+Park/data=!4m2!3m1!1s0x60188cb479620a33:0x34bcc78ce7f8bf3e
🏯 Shibuya Sky,"Shibuya Scramble Square 45F, 2-24-12 Shibuya, Tokyo",Sightseeing,Tokyo,Shibuya Stn (1 min). Book online for ¥2200 sunset slot — sells out 2 weeks ahead.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shibuya+Sky/data=!4m2!3m1!1s0x60188b6825f61ae1:0x6ff47ee61e522473,https://www.google.com/maps/place/Shibuya+Sky/data=!4m2!3m1!1s0x60188b6825f61ae1:0x6ff47ee61e522473
🏯 Shibuya Crossing,"2 Dogenzaka, Shibuya, Tokyo",Sightseeing,Tokyo,Shibuya Stn Hachiko exit. Best overhead view: Mag's Park or Starbucks Tsutaya 2F.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Shibuya+Crossing/data=!4m2!3m1!1s0x60188bcaeb0cd12b:0x20e563a2e0aec969,https://www.google.com/maps/place/Shibuya+Crossing/data=!4m2!3m1!1s0x60188bcaeb0cd12b:0x20e563a2e0aec969
🏯 Mori Art Museum,"Roppongi Hills Mori Tower 53F, 6-10-1 Roppongi, Minato, Tokyo",Sightseeing,Tokyo,Roppongi Stn (3 min). Includes Tokyo City View — open till 22:00 Tue-Sun.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Mori+Art+Museum/data=!4m2!3m1!1s0x60188b770f429483:0xff33d131dc8d6e9,https://www.google.com/maps/place/Mori+Art+Museum/data=!4m2!3m1!1s0x60188b770f429483:0xff33d131dc8d6e9
🏯 Roppongi Hills - Tokyo City View,"Mori Tower 52F, 6-10-1 Roppongi, Minato, Tokyo",Sightseeing,Tokyo,Roppongi Stn (3 min). Combo ticket w/ Mori Art saves ¥500.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Roppongi+Hills+-+Tokyo+City+View/data=!4m2!3m1!1s0x60188b770edd442b:0x667ab47030771257,https://www.google.com/maps/place/Roppongi+Hills+-+Tokyo+City+View/data=!4m2!3m1!1s0x60188b770edd442b:0x667ab47030771257
🏯 Tokyo Tower,"4-2-8 Shibakoen, Minato, Tokyo",Sightseeing,Tokyo,Akabanebashi Stn (5 min). Original deck cheaper than Skytree; 7pm light-up = orange glow.  •  📍 Open in Google Maps: https://www.google.com/maps/place/Tokyo+Tower/data=!4m2!3m1!1s0x60188bbd9009ec09:0x481a93f0d2a409dd,https://www.google.com/maps/place/Tokyo+Tower/data=!4m2!3m1!1s0x60188bbd9009ec09:0x481a93f0d2a409dd
